"","...1","Time","No3","O2_konz","O2_proz","wl","wt","Ec","Ph","Q"
"18271",179263,2023-05-29 21:02:00,7.26199125,10.86583333,99.59958333,9.235,8.988,916.83,8.02,4.18394752638912
"18272",179264,2023-05-29 21:12:00,7.260311667,10.89583333,99.6625,9.36,9.024,921.98,8.02,4.31329400540779
"18273",179265,2023-05-29 21:22:00,7.262525417,10.92458333,99.71541667,9.405,9.062,912.45,8.02,4.36049852151569
"18274",179266,2023-05-29 21:32:00,7.263280417,10.95458333,99.78583333,9.3575,9.101,921.56,8.02,4.31068148529078
"18275",179267,2023-05-29 21:42:00,7.263918333,10.98291667,99.84166667,9.4025,9.144,919.91,8.02,4.35786713596051
"18276",179268,2023-05-29 21:52:00,7.264530417,11.0125,99.91583333,9.435,9.195,913.16,8.02,4.39215704171907
"18277",179269,2023-05-29 22:02:00,7.264152917,11.04,99.98041667,9.35249,9.242,923.08,8.02,4.30544914556918
"18278",179270,2023-05-29 22:12:00,7.264504167,11.06583333,100.0295833,9.3625,9.286,928.37,8.03,4.31590757241725
"18279",179271,2023-05-29 22:22:00,7.266574167,11.09416667,100.1033333,9.3475,9.343,919.36,8.03,4.30024187095048
"18280",179272,2023-05-29 22:32:00,7.26930875,11.12083333,100.1733333,9.485,9.398,924.52,8.03,4.44525770581142
"18281",179273,2023-05-29 22:42:00,7.274829583,11.14791667,100.2516667,9.4375,9.458,922.77,8.03,4.39480208042515
"18282",179274,2023-05-29 22:52:00,7.278852917,11.175,100.3283333,9.42749,9.524,915.07,8.03,4.38421766608015
"18283",179275,2023-05-29 23:02:00,7.282733333,11.20041667,100.3995833,9.5125,9.586,901.44,8.03,4.47464268302763
"18284",179276,2023-05-29 23:12:00,7.285233333,11.22583333,100.4745833,9.47,9.658,913.16,8.03,4.429283295065
"18285",179277,2023-05-29 23:22:00,7.28743375,11.25041667,100.5491667,9.47499,9.734,916.21,8.03,4.43459323967608
"18286",179278,2023-05-29 23:32:00,7.287381667,11.27416667,100.6120833,9.5125,9.814,913.67,8.03,4.47464268302763
"18287",179279,2023-05-29 23:42:00,7.294595417,11.29791667,100.6820833,9.5175,9.903,915.38,8.03,4.47999912076977
"18288",179280,2023-05-29 23:52:00,7.297850417,11.31875,100.7283333,9.47,9.988,919.2,8.03,4.429283295065
"18289",179281,2023-05-30 00:02:00,7.303215,11.34083333,100.7929167,9.5925,10.095,915.84,8.03,4.56085302600104
"18290",179282,2023-05-30 00:12:00,7.308970833,11.3625,100.8595833,9.7,10.203,918.52,8.03,4.67840793892088
"18291",179283,2023-05-30 00:22:00,7.310871667,11.38041667,100.90375,9.75749,10.319,931.5,8.03,4.74208322097906
"18292",179284,2023-05-30 00:32:00,7.310637083,11.39833333,100.9508333,9.75499,10.437,936.6,8.04,4.73930250529195
"18293",179285,2023-05-30 00:42:00,7.304595417,11.415,100.9895833,9.63499,10.548,917.61,8.04,4.60708247938616
"18294",179286,2023-05-30 00:52:00,7.309387083,11.43041667,101.0295833,9.5825,10.662,924.22,8.04,4.55001747639636
"18295",179287,2023-05-30 01:02:00,7.311119167,11.44541667,101.0666667,9.625,10.778,917.45,8.04,4.59618571752877
"18296",179288,2023-05-30 01:12:00,7.313996667,11.45791667,101.0920833,9.5825,10.891,951.87,8.04,4.55001747639636
"18297",179289,2023-05-30 01:22:00,7.318059583,11.47125,101.12375,9.6075,11.008,928.7,8.05,4.57713814761763
"18298",179290,2023-05-30 01:32:00,7.318997083,11.48208333,101.1470833,9.485,11.112,936.96,8.05,4.44525770581142
"18299",179291,2023-05-30 01:42:00,7.317720833,11.49291667,101.1695833,9.5,11.215,918.45,8.05,4.46127005550604
"18300",179292,2023-05-30 01:52:00,7.321952917,11.50416667,101.19625,9.485,11.303,918.4,8.05,4.44525770581142
"18301",179293,2023-05-30 02:02:00,7.326210833,11.51375,101.2083333,9.61749,11.417,902.74,8.05,4.5880052199481
"18302",179294,2023-05-30 02:12:00,7.328814583,11.5225,101.2158333,9.45,11.513,951.29,8.06,4.40804304500373
"18303",179295,2023-05-30 02:22:00,7.33290375,11.53208333,101.2325,9.56749,11.589,929.42,8.06,4.5337851254432
"18304",179296,2023-05-30 02:32:00,7.342135417,11.54,101.2416667,9.495,11.697,945.95,8.06,4.45592838831758
"18305",179297,2023-05-30 02:42:00,7.348177083,11.54791667,101.2583333,9.53749,11.767,949.28,8.06,4.50145635848627
"18306",179298,2023-05-30 02:52:00,7.340338333,11.55541667,101.27,9.535,11.822,921.18,8.06,4.49877991355062
"18307",179299,2023-05-30 03:02:00,7.34141875,11.5625,101.2875,9.48,11.9,967.1,8.06,4.43992868827213
"18308",179300,2023-05-30 03:12:00,7.341679167,11.56958333,101.3075,9.4825,12.023,930.52,8.06,4.44259267018135
"18309",179301,2023-05-30 03:22:00,7.341509583,11.57416667,101.32125,9.44,12.14,948.93,8.06,4.39744817034882
"18310",179302,2023-05-30 03:32:00,7.344205,11.57916667,101.34125,9.4325,12.25,938.84,8.06,4.38951305409134
"18311",179303,2023-05-30 03:42:00,7.344725833,11.58166667,101.3533333,9.47499,12.33,926.29,8.06,4.43459323967608
"18312",179304,2023-05-30 03:52:00,7.340637083,11.58333333,101.3645833,9.435,12.408,931.75,8.06,4.39215704171907
"18313",179305,2023-05-30 04:02:00,7.335949583,11.585,101.38375,9.48,12.501,955.08,8.06,4.43992868827213
"18314",179306,2023-05-30 04:12:00,7.334504583,11.58583333,101.4025,9.41499,12.582,976.43,8.05,4.37102401476338
"18315",179307,2023-05-30 04:22:00,7.330754167,11.585,101.41125,9.4725,12.641,950.84,8.05,4.43194306348021
"18316",179308,2023-05-30 04:32:00,7.325780417,11.58375,101.4229167,9.4725,12.717,954.42,8.05,4.43194306348021
"18317",179309,2023-05-30 04:42:00,7.329100833,11.58125,101.4304167,9.42999,12.829,951.77,8.05,4.38685954776605
"18318",179310,2023-05-30 04:52:00,7.33822875,11.5775,101.4358333,9.42,12.908,951.83,8.05,4.37630887725323
"18319",179311,2023-05-30 05:02:00,7.336301667,11.5725,101.4320833,9.42749,12.948,975.69,8.05,4.38421766608015
"18320",179312,2023-05-30 05:12:00,7.336288333,11.56625,101.4266667,9.4675,13.042,956.97,8.05,4.42662457967587
"18321",179313,2023-05-30 05:22:00,7.335350833,11.56041667,101.4245833,9.4225,13.094,944.13,8.05,4.37894761157847
"18322",179314,2023-05-30 05:32:00,7.33233,11.55333333,101.4245833,9.4725,13.11,953,8.05,4.43194306348021
"18323",179315,2023-05-30 05:42:00,7.330455,11.54583333,101.4279167,9.4325,13.151,965.57,8.05,4.38951305409134
"18324",179316,2023-05-30 05:52:00,7.33462125,11.5375,101.435,9.42749,13.167,963.62,8.05,4.38421766608015
"18325",179317,2023-05-30 06:02:00,7.333110833,11.5275,101.4358333,9.4075,13.138,937.25,8.05,4.36313095647686
"18326",179318,2023-05-30 06:12:00,7.32606625,11.51625,101.4370833,9.4725,13.174,969.42,8.05,4.43194306348021
"18327",179319,2023-05-30 06:22:00,7.320167917,11.50333333,101.4391667,9.38249,13.155,972.13,8.05,4.33684332351639
"18328",179320,2023-05-30 06:32:00,7.312785,11.48958333,101.44125,9.465,13.153,959.37,8.04,4.42396691717383
"18329",179321,2023-05-30 06:42:00,7.307016667,11.47416667,101.4379167,9.41,13.147,958.35,8.04,4.36576444098348
"18330",179322,2023-05-30 06:52:00,7.300141667,11.45791667,101.4391667,9.41249,13.146,962.92,8.04,4.36838843494709
"18331",179323,2023-05-30 07:02:00,7.301118333,11.43916667,101.4304167,9.33499,13.09,950.06,8.04,4.28720548100321
"18332",179324,2023-05-30 07:12:00,7.300832083,11.42,101.425,9.295,13.083,947.61,8.04,4.24570831311104
"18333",179325,2023-05-30 07:22:00,7.2999075,11.3975,101.4004167,9.4175,13.047,945.64,8.03,4.37367119317048
"18334",179326,2023-05-30 07:32:00,7.30203,11.37375,101.3675,9.39749,13.031,947.6,8.03,4.352596997468
"18335",179327,2023-05-30 07:42:00,7.298605833,11.35,101.34375,9.395,13.019,952.76,8.03,4.34997927433602
"18336",179328,2023-05-30 07:52:00,7.292277917,11.32625,101.3266667,9.34,12.975,947.15,8.03,4.29242314571292
"18337",179329,2023-05-30 08:02:00,7.292720417,11.3025,101.3158333,9.3,12.942,955.07,8.03,4.25088214309381
"18338",179330,2023-05-30 08:12:00,7.29748625,11.27833333,101.3033333,9.2925,12.918,959.49,8.02,4.2431229630664
"18339",179331,2023-05-30 08:22:00,7.298085,11.25458333,101.2966667,9.3425,12.878,952.89,8.02,4.29502834149881
"18340",179332,2023-05-30 08:32:00,7.296847917,11.22916667,101.2833333,9.3475,12.834,956.56,8.02,4.30024187095048
"18341",179333,2023-05-30 08:42:00,7.29393125,11.20458333,101.2783333,9.3425,12.807,951.96,8.02,4.29502834149881
"18342",179334,2023-05-30 08:52:00,7.29636625,11.17958333,101.2695833,9.2975,12.776,944.07,8.01,4.24829470640675
"18343",179335,2023-05-30 09:02:00,7.292160417,11.15583333,101.27375,9.3475,12.741,961.06,8.01,4.30024187095048
"18344",179336,2023-05-30 09:12:00,7.2902075,11.13,101.2579167,9.25999,12.687,950.9,8.01,4.20959799935647
"18345",179337,2023-05-30 09:22:00,7.290793333,11.105,101.2520833,9.28999,12.638,929.52,8.01,4.24052832099916
"18346",179338,2023-05-30 09:32:00,7.290597917,11.07833333,101.23875,9.3,12.601,953.6,8.01,4.25088214309381
"18347",179339,2023-05-30 09:42:00,7.294542917,11.05083333,101.2179167,9.3425,12.556,940.8,8,4.29502834149881
"18348",179340,2023-05-30 09:52:00,7.295129167,11.02291667,101.2,9.3,12.507,943.26,8,4.25088214309381
"18349",179341,2023-05-30 10:02:00,7.289868333,10.99625,101.1904167,9.3475,12.464,949.07,8,4.30024187095048
"18350",179342,2023-05-30 10:12:00,7.283826667,10.96875,101.1770833,9.2475,12.424,962.5,8,4.19676489815385
"18351",179343,2023-05-30 10:22:00,7.282824167,10.9425,101.17,9.19499,12.391,945.93,8,4.14309637256163
"18352",179344,2023-05-30 10:32:00,7.28147,10.91666667,101.1633333,9.1875,12.357,942.25,8,4.1354784561106
"18353",179345,2023-05-30 10:42:00,7.277511667,10.89083333,101.1520833,9.105,12.318,945.85,8,4.05218468612116
"18354",179346,2023-05-30 10:52:00,7.275337083,10.865,101.1370833,9.05249,12.268,941.61,8,3.99975538559175
"18355",179347,2023-05-30 11:02:00,7.275832083,10.83916667,101.12,9.0975,12.219,952.9,8.01,4.04466835847723
"18356",179348,2023-05-30 11:12:00,7.27285,10.81375,101.1066667,9.0975,12.16,952.87,8.01,4.04466835847723
"18357",179349,2023-05-30 11:22:00,7.270155,10.79,101.0958333,9.0575,12.093,947.58,8.01,4.00473806467547
"18358",179350,2023-05-30 11:32:00,7.268827083,10.76625,101.0783333,9.10249,12.022,949.05,8.02,4.04966818740236
"18359",179351,2023-05-30 11:42:00,7.264478333,10.74208333,101.0525,9.1075,11.953,946.59,8.02,4.05469219354694
"18360",179352,2023-05-30 11:52:00,7.262355833,10.71875,101.0229167,9.1075,11.87,942.52,8.02,4.05469219354694
"18361",179353,2023-05-30 12:02:00,7.263489167,10.69375,100.9770833,9.0625,11.781,950.35,8.01,4.00971492175681
"18362",179354,2023-05-30 12:12:00,7.258436667,10.67083333,100.9391667,9.06749,11.683,955.33,8.01,4.01468593325315
"18363",179355,2023-05-30 12:22:00,7.25511625,10.64583333,100.8691667,9.11,11.585,941.31,8.01,4.05720073364788
"18364",179356,2023-05-30 12:32:00,7.251978333,10.62541667,100.83625,9.11,11.497,952.06,8.01,4.05720073364788
"18365",179357,2023-05-30 12:42:00,7.249530417,10.60416667,100.7858333,9.075,11.403,955.95,8.01,4.02217509405989
"18366",179358,2023-05-30 12:52:00,7.242824583,10.585,100.7429167,9.035,11.316,945.97,8.01,3.98239316829907
"18367",179359,2023-05-30 13:02:00,7.239881667,10.56541667,100.68625,9.0775,11.223,929.8,8.01,4.02467022044536
"18368",179360,2023-05-30 13:12:00,7.238202083,10.5475,100.6358333,9.07249,11.143,931.44,8,4.01967102419289
"18369",179361,2023-05-30 13:22:00,7.2354025,10.5275,100.56375,9.1225,11.053,932.67,8,4.06975892923964
"18370",179362,2023-05-30 13:32:00,7.2350375,10.51291667,100.5266667,9.06,10.976,952.39,8,4.0072259782268
"18371",179363,2023-05-30 13:42:00,7.23812375,10.49875,100.48375,9.03,10.898,935.89,8,3.97743895354541
"18372",179364,2023-05-30 13:52:00,7.233071667,10.48291667,100.4141667,9.0825,10.824,928.84,8,4.0296635662771
"18373",179365,2023-05-30 14:02:00,7.22850125,10.46958333,100.3529167,9.09,10.757,941.43,8,4.03716131980578
"18374",179366,2023-05-30 14:12:00,7.231327083,10.45458333,100.2666667,9.125,10.698,939.85,8,4.07227366836706
"18375",179367,2023-05-30 14:22:00,7.227525,10.44208333,100.2033333,9.035,10.638,955.64,8,3.98239316829907
"18376",179368,2023-05-30 14:32:00,7.228215,10.42625,100.0875,9.05249,10.58,953.43,8,3.99975538559175
"18377",179369,2023-05-30 14:42:00,7.226925833,10.41458333,100.0058333,9.13249,10.526,953.21,8.01,4.07981401489458
"18378",179370,2023-05-30 14:52:00,7.228019583,10.40375,99.92083333,9.08499,10.483,918.35,8.01,4.03215179107389
"18379",179371,2023-05-30 15:02:00,7.227017083,10.39541667,99.84791667,9.12999,10.437,949.31,8.01,4.07729617847802
"18380",179372,2023-05-30 15:12:00,7.224595417,10.38791667,99.77541667,9.13499,10.399,948.91,8.01,4.0823328854021
"18381",179373,2023-05-30 15:22:00,7.22049375,10.38375,99.72458333,9.11499,10.365,947.9,8.01,4.06221086796077
"18382",179374,2023-05-30 15:32:00,7.216054167,10.3775,99.6425,9.13249,10.335,950.24,8.01,4.07981401489458
"18383",179375,2023-05-30 15:42:00,7.212798333,10.375,99.58208333,9.05499,10.299,951.47,8.01,4.00224123549358
"18384",179376,2023-05-30 15:52:00,7.216665417,10.37416667,99.53125,9.035,10.267,951.05,8.01,3.98239316829907
"18385",179377,2023-05-30 16:02:00,7.216482917,10.37333333,99.4725,9.02,10.225,950.17,8.01,3.96754286216329
"18386",179378,2023-05-30 16:12:00,7.213709167,10.37583333,99.44041667,9.1125,10.183,933.49,8.01,4.0597103065657
"18387",179379,2023-05-30 16:22:00,7.217212083,10.37791667,99.39166667,9.0825,10.141,920.36,8.01,4.0296635662771
"18388",179380,2023-05-30 16:32:00,7.21613125,10.38208333,99.36625,9.0925,10.109,921.45,8.01,4.03966263415791
"18389",179381,2023-05-30 16:42:00,7.216105417,10.38375,99.31583333,9.06,10.066,927.92,8.01,4.0072259782268
"18390",179382,2023-05-30 16:52:00,7.213344583,10.38625,99.27041667,9.1425,10.023,923.76,8.01,4.08990579285766
"18391",179383,2023-05-30 17:02:00,7.213695833,10.38916667,99.22666667,9.0975,9.978,951.89,8.01,4.04466835847723
"18392",179384,2023-05-30 17:12:00,7.213877917,10.39375,99.18875,9.11,9.934,952.35,8.01,4.05720073364788
"18393",179385,2023-05-30 17:22:00,7.21420375,10.39833333,99.14833333,9.1425,9.886,947.37,8.01,4.08990579285766
"18394",179386,2023-05-30 17:32:00,7.209515833,10.40458333,99.12708333,9.1425,9.833,944.57,8.01,4.08990579285766
"18395",179387,2023-05-30 17:42:00,7.20670375,10.41,99.09041667,9.1375,9.783,938.26,8.01,4.084862871838
"18396",179388,2023-05-30 17:52:00,7.205753333,10.41708333,99.06416667,9.0975,9.725,939.85,8,4.04466835847723
"18397",179389,2023-05-30 18:02:00,7.206651667,10.42375,99.03375,9.14,9.674,943.34,8,4.0873838150898
"18398",179390,2023-05-30 18:12:00,7.207250833,10.43166667,99.0075,9.1425,9.623,944.38,8,4.08990579285766
"18399",179391,2023-05-30 18:22:00,7.206287083,10.44208333,99.00041667,9.10249,9.571,945.06,8,4.04966818740236
"18400",179392,2023-05-30 18:32:00,7.205740417,10.45333333,98.99291667,9.14749,9.525,943.63,8,4.09494275425703
"18401",179393,2023-05-30 18:42:00,7.20663875,10.46708333,98.99625,9.09999,9.474,940.64,8,4.04716274903092
"18402",179394,2023-05-30 18:52:00,7.20843625,10.48083333,99.00291667,9.1425,9.42,934.5,8,4.08990579285766
"18403",179395,2023-05-30 19:02:00,7.209855417,10.49625,99.0175,9.08,9.373,944.73,8,4.02716637780378
"18404",179396,2023-05-30 19:12:00,7.212433333,10.51083333,99.02291667,9.14999,9.321,932.15,8,4.09746783228179
"18405",179397,2023-05-30 19:22:00,7.2133575,10.5275,99.03916667,9.12,9.284,941.89,8,4.06724522363742
"18406",179398,2023-05-30 19:32:00,7.216495833,10.54416667,99.04791667,9.14999,9.239,926.88,8,4.09746783228179
"18407",179399,2023-05-30 19:42:00,7.21882625,10.56208333,99.06666667,9.075,9.195,935.85,8,4.02217509405989
"18408",179400,2023-05-30 19:52:00,7.219307917,10.58083333,99.08791667,9.1525,9.151,929.63,8,4.10000405191888
"18409",179401,2023-05-30 20:02:00,7.22063625,10.60208333,99.12958333,9.14999,9.111,925.34,8,4.09746783228179
"18410",179402,2023-05-30 20:12:00,7.22182125,10.62208333,99.15916667,9.10249,9.08,928.4,8,4.04966818740236
"18411",179403,2023-05-30 20:22:00,7.222915,10.6425,99.19333333,9.105,9.051,929.92,8,4.05218468612116
"18412",179404,2023-05-30 20:32:00,7.224607917,10.66375,99.23041667,9.1525,9.033,921.22,8,4.10000405191888
"18413",179405,2023-05-30 20:42:00,7.22501125,10.68458333,99.26625,9.1525,9.026,913.61,8,4.10000405191888
"18414",179406,2023-05-30 20:52:00,7.22701625,10.70708333,99.30625,9.1725,9.028,921.87,8.01,4.1202502698014
"18415",179407,2023-05-30 21:02:00,7.227745833,10.73,99.35333333,9.16249,9.034,925.38,8.01,4.11010875145225
"18416",179408,2023-05-30 21:12:00,7.229035,10.75458333,99.41375,9.2775,9.064,930.26,8.01,4.22763276321243
"18417",179409,2023-05-30 21:22:00,7.230779583,10.7775,99.45833333,9.30499,9.096,911.23,8.01,4.25604978702832
"18418",179410,2023-05-30 21:32:00,7.232537083,10.80208333,99.51958333,9.39999,9.139,916.82,8.02,4.35522628043343
"18419",179411,2023-05-30 21:42:00,7.234399167,10.82541667,99.57291667,9.405,9.195,937.62,8.02,4.36049852151569
"18420",179412,2023-05-30 21:52:00,7.236144167,10.84875,99.62791667,9.39999,9.252,914.51,8.01,4.35522628043343
"18421",179413,2023-05-30 22:02:00,7.237315833,10.87125,99.675,9.39999,9.311,919.01,8.02,4.35522628043343
"18422",179414,2023-05-30 22:12:00,7.239281667,10.89541667,99.74083333,9.39749,9.369,925.29,8.02,4.352596997468
"18423",179415,2023-05-30 22:22:00,7.240180417,10.91833333,99.79708333,9.39749,9.438,916.52,8.01,4.352596997468
"18424",179416,2023-05-30 22:32:00,7.245323333,10.94083333,99.85541667,9.52,9.503,937.07,8.01,4.48267892306705
"18425",179417,2023-05-30 22:42:00,7.249086667,10.96291667,99.915,9.47499,9.574,935.88,8.01,4.43459323967608
"18426",179418,2023-05-30 22:52:00,7.251964167,10.98333333,99.965,9.5175,9.645,943.67,8.01,4.47999912076977
"18427",179419,2023-05-30 23:02:00,7.255570833,11.0025,100.0054167,9.52,9.718,928.97,8.01,4.48267892306705
"18428",179420,2023-05-30 23:12:00,7.256664583,11.02166667,100.0504167,9.4725,9.798,932.03,8.01,4.43194306348021
"18429",179421,2023-05-30 23:22:00,7.262250833,11.04208333,100.1120833,9.515,9.889,916.8,8.01,4.47732037413618
"18430",179422,2023-05-30 23:32:00,7.26607875,11.06125,100.1620833,9.50749,9.979,947.74,8.01,4.46927976662774
"18431",179423,2023-05-30 23:42:00,7.264880833,11.08125,100.2216667,9.53749,10.078,922.93,8.02,4.50145635848627
"18432",179424,2023-05-30 23:52:00,7.266299583,11.09958333,100.2745833,9.46249,10.172,924.58,8.02,4.42129968309456
"18433",179425,2023-05-31 00:02:00,7.266573333,11.11708333,100.3241667,9.45999,10.278,923.52,8.02,4.41864413015975
"18434",179426,2023-05-31 00:12:00,7.266781667,11.13375,100.3620833,9.4525,10.392,915.83,8.02,4.4106943931034
"18435",179427,2023-05-31 00:22:00,7.271299583,11.15083333,100.40875,9.5025,10.503,943.17,8.03,4.46394247106993
"18436",179428,2023-05-31 00:32:00,7.270805,11.16708333,100.4483333,9.45,10.633,912.94,8.03,4.40804304500373
"18437",179429,2023-05-31 00:42:00,7.275232083,11.18333333,100.4866667,9.4975,10.777,937.39,8.03,4.45859869463485
"18438",179430,2023-05-31 00:52:00,7.277823333,11.19958333,100.53,9.4975,10.884,930.92,8.03,4.45859869463485
"18439",179431,2023-05-31 01:02:00,7.277940833,11.21541667,100.5641667,9.495,11.014,923.47,8.04,4.45592838831758
"18440",179432,2023-05-31 01:12:00,7.280766667,11.23,100.5916667,9.495,11.137,922.99,8.04,4.45592838831758
"18441",179433,2023-05-31 01:22:00,7.2788525,11.24375,100.6108333,9.495,11.238,918.5,8.04,4.45592838831758
"18442",179434,2023-05-31 01:32:00,7.280155,11.25875,100.6404167,9.44499,11.361,914.27,8.04,4.40273290953998
"18443",179435,2023-05-31 01:42:00,7.283332083,11.27375,100.6704167,9.48999,11.469,924.16,8.04,4.45058026811589
"18444",179436,2023-05-31 01:52:00,7.28246,11.28916667,100.7004167,9.5825,11.591,926.68,8.04,4.55001747639636
"18445",179437,2023-05-31 02:02:00,7.28462125,11.305,100.735,9.44499,11.668,916.55,8.04,4.40273290953998
"18446",179438,2023-05-31 02:12:00,7.284009583,11.32041667,100.76625,9.4375,11.806,918.18,8.04,4.39480208042515
"18447",179439,2023-05-31 02:22:00,7.281340417,11.33625,100.7983333,9.48,11.9,920.7,8.04,4.43992868827213
"18448",179440,2023-05-31 02:32:00,7.280936667,11.3525,100.8354167,9.42749,12.019,913.46,8.04,4.38421766608015
"18449",179441,2023-05-31 02:42:00,7.282342917,11.36875,100.8708333,9.47749,12.142,905.62,8.04,4.43725511034691
"18450",179442,2023-05-31 02:52:00,7.28355375,11.38416667,100.9029167,9.4325,12.242,919.94,8.04,4.38951305409134
"18451",179443,2023-05-31 03:02:00,7.285350417,11.4,100.9416667,9.42749,12.358,916.63,8.04,4.38421766608015
"18452",179444,2023-05-31 03:12:00,7.285975417,11.41583333,100.9795833,9.47,12.47,920.45,8.04,4.429283295065
"18453",179445,2023-05-31 03:22:00,7.288970417,11.43083333,101.0195833,9.42999,12.578,911.52,8.04,4.38685954776605
"18454",179446,2023-05-31 03:32:00,7.28855375,11.4425,101.0395833,9.42749,12.651,918.65,8.04,4.38421766608015
"18455",179447,2023-05-31 03:42:00,7.288202083,11.45416667,101.0629167,9.5925,12.785,928.39,8.04,4.56085302600104
"18456",179448,2023-05-31 03:52:00,7.28917875,11.46541667,101.09375,9.7225,12.923,915.52,8.04,4.70326147326337
"18457",179449,2023-05-31 04:02:00,7.290702083,11.47541667,101.1204167,9.685,12.996,952.8,8.04,4.66188688036293
"18458",179450,2023-05-31 04:12:00,7.294816667,11.48416667,101.1516667,9.47,13.108,946.35,8.04,4.429283295065
"18459",179451,2023-05-31 04:22:00,7.295480833,11.49208333,101.1808333,9.375,13.12,954.11,8.04,4.32899111574353
"18460",179452,2023-05-31 04:32:00,7.296314167,11.4975,101.20125,9.30499,13.228,953.65,8.04,4.25604978702832
"18461",179453,2023-05-31 04:42:00,7.293410417,11.50083333,101.215,9.36749,13.327,953.88,8.04,4.32112738294167
"18462",179454,2023-05-31 04:52:00,7.296548333,11.50375,101.2320833,9.3625,13.399,946.19,8.04,4.31590757241725
"18463",179455,2023-05-31 05:02:00,7.296665417,11.50458333,101.2483333,9.38499,13.414,951.28,8.04,4.33946631465371
"18464",179456,2023-05-31 05:12:00,7.296535,11.50416667,101.2608333,9.405,13.443,941.7,8.04,4.36049852151569
"18465",179457,2023-05-31 05:22:00,7.296743333,11.50291667,101.2758333,9.3425,13.476,950.52,8.04,4.29502834149881
"18466",179458,2023-05-31 05:32:00,7.29825375,11.5,101.2904167,9.4025,13.507,950.79,8.04,4.35786713596051
"18467",179459,2023-05-31 05:42:00,7.300050833,11.49375,101.2908333,9.36,13.524,949.18,8.04,4.31329400540779
"18468",179460,2023-05-31 05:52:00,7.302355417,11.48625,101.2879167,9.28999,13.506,922.17,8.04,4.24052832099916
"18469",179461,2023-05-31 06:02:00,7.304647083,11.47708333,101.28625,9.17,13.514,927.49,8.03,4.11771586681148
"18470",179462,2023-05-31 06:12:00,7.30466,11.46666667,101.28,9.2925,13.534,953.37,8.03,4.2431229630664
"18471",179463,2023-05-31 06:22:00,7.306144167,11.45375,101.2758333,9.3325,13.546,953.17,8.03,4.28461383243558
"18472",179464,2023-05-31 06:32:00,7.30900875,11.44,101.2741667,9.3325,13.556,953.09,8.03,4.28461383243558
"18473",179465,2023-05-31 06:42:00,7.309907083,11.42458333,101.27125,9.325,13.576,945.51,8.03,4.27681392733879
"18474",179466,2023-05-31 06:52:00,7.3069125,11.40666667,101.26,9.3425,13.559,945.86,8.03,4.29502834149881
"18475",179467,2023-05-31 07:02:00,7.30785,11.38625,101.2425,9.3475,13.555,952.55,8.03,4.30024187095048
"18476",179468,2023-05-31 07:12:00,7.306183333,11.365,101.2325,9.28,13.545,953.43,8.03,4.23021185669778
"18477",179469,2023-05-31 07:22:00,7.30463375,11.3425,101.2204167,9.295,13.521,952.46,8.03,4.24570831311104
"18478",179470,2023-05-31 07:32:00,7.301456667,11.32,101.215,9.3275,13.497,952.34,8.02,4.27941285058437
"18479",179471,2023-05-31 07:42:00,7.3012875,11.29666667,101.2116667,9.2825,13.463,952.65,8.02,4.23279199259207
"18480",179472,2023-05-31 07:52:00,7.299985417,11.27166667,101.2,9.32249,13.42,952.75,8.02,4.27420565961129
"18481",179473,2023-05-31 08:02:00,7.29674375,11.24625,101.1895833,9.325,13.396,952.85,8.02,4.27681392733879
"18482",179474,2023-05-31 08:12:00,7.296040417,11.21916667,101.1775,9.3325,13.358,952.5,8.01,4.28461383243558
"18483",179475,2023-05-31 08:22:00,7.29509,11.19291667,101.165,9.285,13.321,951.9,8.01,4.2353731710357
"18484",179476,2023-05-31 08:32:00,7.292525,11.16666667,101.16,9.16499,13.275,951.28,8,4.11264004208516
"18485",179477,2023-05-31 08:42:00,7.291887083,11.13916667,101.1479167,9.16249,13.228,951.61,8.01,4.11010875145225
"18486",179478,2023-05-31 08:52:00,7.289816667,11.11208333,101.1445833,9.155,13.174,951.35,8,4.10253120438875
"18487",179479,2023-05-31 09:02:00,7.286040833,11.08541667,101.1445833,9.14999,13.127,950.84,8,4.09746783228179
"18488",179480,2023-05-31 09:12:00,7.287812083,11.05708333,101.135,9.08,13.07,950.43,7.99,4.02716637780378
"18489",179481,2023-05-31 09:22:00,7.28592375,11.0275,101.115,9.0825,13.017,942.72,8,4.0296635662771
"18490",179482,2023-05-31 09:32:00,7.289152917,10.99791667,101.0991667,9.03749,12.965,950.52,8,3.98486190179009
"18491",179483,2023-05-31 09:42:00,7.28542875,10.96791667,101.0791667,9.035,12.916,950.16,7.99,3.98239316829907
"18492",179484,2023-05-31 09:52:00,7.284765,10.93708333,101.0504167,9.0325,12.855,950.79,7.99,3.97991554671507
"18493",179485,2023-05-31 10:02:00,7.28337125,10.90541667,101.0154167,9.08499,12.795,949.89,7.99,4.03215179107389
"18494",179486,2023-05-31 10:12:00,7.281184167,10.875,100.9925,9.015,12.734,950.5,7.99,3.96260098325674
"18495",179487,2023-05-31 10:22:00,7.27904875,10.84125,100.94375,9.035,12.669,949.75,8,3.98239316829907
"18496",179488,2023-05-31 10:32:00,7.276574583,10.80958333,100.9091667,8.995,12.603,935.34,8,3.94287455293488
"18497",179489,2023-05-31 10:42:00,7.273840417,10.7775,100.86,9.03999,12.54,952.31,8,3.98734157651462
